placa,tipo_infraccion,gravedad,tipo_vehiculo,velocidad,fecha_hora,hora
YGC-230,NO_RESPETAR_PASO_PEATONAL,MODERADA,MOTO,75.80418598865491,2025-04-20 15:30:29.469794,16
VZC-971,LUZ_ROJA,GRAVE,AUTO,49.14805786694568,2025-04-25 15:30:29.470184,14
HBH-650,EXCESO_VELOCIDAD,LEVE,AUTO,41.90593036075798,2025-08-18 15:30:29.470535,6
RZS-502,NO_CINTURON,MODERADA,AUTO,40.795973859555914,2025-05-30 15:30:29.470890,3
RYX-624,NO_CINTURON,MODERADA,MOTO,36.71433807622408,2025-08-28 15:30:29.471301,21
QEQ-180,EXCESO_VELOCIDAD,LEVE,AUTO,71.83445032851597,2025-07-06 15:30:29.471661,1
SEL-916,ESTACIONAMIENTO_PROHIBIDO,LEVE,MOTO,62.274282410409455,2025-06-15 15:30:29.472045,4
OAT-577,NO_RESPETAR_PASO_PEATONAL,MODERADA,BUS,60.38140053917452,2025-09-14 15:30:29.472406,21
AXO-641,EXCESO_VELOCIDAD,GRAVE,MOTO,42.942879291956665,2025-04-14 15:30:29.472772,7
BAW-154,NO_RESPETAR_PASO_PEATONAL,LEVE,MOTO,45.90891324299225,2024-11-25 15:30:29.473182,16
ROL-108,NO_RESPETAR_PASO_PEATONAL,LEVE,AUTO,64.95097501218932,2025-02-12 15:30:29.473625,16
JGA-250,LUZ_ROJA,MODERADA,AUTO,69.29889498593707,2025-08-19 15:30:29.474077,0
APM-525,EXCESO_VELOCIDAD,GRAVE,AUTO,69.81981244362012,2025-03-16 15:30:29.474497,13
ZRE-140,EXCESO_VELOCIDAD,MODERADA,AUTO,62.76979163856901,2025-10-06 15:30:29.474863,7
XCL-287,INVASION_CARRIL,MODERADA,AUTO,60.15262606112146,2024-10-26 15:30:29.475252,11
DSZ-610,LUZ_ROJA,MODERADA,AUTO,62.77413424311614,2025-04-11 15:30:29.475609,11
AEW-861,ESTACIONAMIENTO_PROHIBIDO,MUY_GRAVE,AUTO,47.663526341177054,2025-01-12 15:30:29.475971,10
VHK-972,USO_CELULAR,MUY_GRAVE,MOTO,79.75438255030056,2025-05-24 15:30:29.476336,9
LZV-352,GIRO_PROHIBIDO,LEVE,AUTO,82.28802413276526,2025-07-20 15:30:29.476702,23
DHD-795,GIRO_PROHIBIDO,MODERADA,AUTO,56.6914129877874,2025-07-30 15:30:29.477073,3
CAT-290,EXCESO_VELOCIDAD,MODERADA,MOTO,60.90482871799458,2025-07-13 15:30:29.477422,21
CAT-290,EXCESO_VELOCIDAD,MODERADA,CAMION,40.15093465342342,2025-04-22 15:30:29.477785,9
UNB-174,EXCESO_VELOCIDAD,LEVE,CAMION,50.25940442517861,2025-06-17 15:30:29.478181,2
IEX-448,NO_RESPETAR_PASO_PEATONAL,MODERADA,AUTO,79.81956048409518,2025-01-11 15:30:29.478528,12
WVS-764,EXCESO_VELOCIDAD,MODERADA,AUTO,47.940414017895336,2025-04-02 15:30:29.478874,16
DXF-421,INVASION_CARRIL,LEVE,BUS,71.19132179309527,2025-03-29 15:30:29.479259,10
OAT-577,USO_CELULAR,MODERADA,MOTO,46.51823927515308,2024-12-13 15:30:29.479614,22
YAO-715,INVASION_CARRIL,MODERADA,MOTO,40.04529561391515,2025-01-06 15:30:29.479997,9
HTC-211,ESTACIONAMIENTO_PROHIBIDO,LEVE,AUTO,51.73918206456733,2025-07-01 15:30:29.480354,13
SEL-916,NO_CINTURON,LEVE,AUTO,44.60670541882459,2025-03-31 15:30:29.480700,14
FVQ-705,INVASION_CARRIL,LEVE,MOTO,50.205630131132835,2025-10-08 15:30:29.481078,2
AFR-109,INVASION_CARRIL,MODERADA,AUTO,78.2007209985749,2025-01-06 15:30:29.481438,12
FPC-759,EXCESO_VELOCIDAD,MODERADA,AUTO,50.252677827887695,2024-11-20 15:30:29.481822,4
GDF-540,NO_RESPETAR_PASO_PEATONAL,LEVE,AUTO,62.00939860748467,2024-11-29 15:30:29.482199,19
SWK-558,INVASION_CARRIL,LEVE,AUTO,76.60485619467754,2025-02-15 15:30:29.482516,8
NJK-325,GIRO_PROHIBIDO,MODERADA,CAMION,46.391099298583164,2024-10-20 15:30:29.482851,15
SFB-623,EXCESO_VELOCIDAD,LEVE,AUTO,70.58047815342677,2024-12-06 15:30:29.483309,20
EEV-146,NO_CINTURON,LEVE,AUTO,48.73310914610332,2025-03-24 15:30:29.483664,1
XVN-573,USO_CELULAR,LEVE,MOTO,26.389893203703785,2025-08-25 15:30:29.484046,19
RYX-624,GIRO_PROHIBIDO,GRAVE,AUTO,55.59305024788809,2024-11-25 15:30:29.484413,18
BMH-741,NO_RESPETAR_PASO_PEATONAL,MODERADA,AUTO,55.88339959336471,2025-04-28 15:30:29.484769,16
YRY-367,INVASION_CARRIL,LEVE,AUTO,63.30572374182051,2025-01-23 15:30:29.485160,19
BNU-715,EXCESO_VELOCIDAD,LEVE,MOTO,49.35931938663209,2025-04-03 15:30:29.485532,0
HOU-530,EXCESO_VELOCIDAD,LEVE,MOTO,88.14260119841568,2025-06-06 15:30:29.485904,3
EXA-861,LUZ_ROJA,GRAVE,AUTO,67.29191535130974,2025-05-03 15:30:29.486269,22
FBQ-776,USO_CELULAR,MODERADA,MOTO,78.71843937161881,2025-04-27 15:30:29.486625,18
VUK-863,EXCESO_VELOCIDAD,MODERADA,AUTO,62.80746030729243,2025-07-09 15:30:29.487029,3
XCL-287,EXCESO_VELOCIDAD,GRAVE,MOTO,63.44889701840145,2024-11-18 15:30:29.487389,6
FRS-355,NO_CINTURON,MODERADA,MOTO,54.460842911306955,2025-06-21 15:30:29.487714,11
SZW-445,EXCESO_VELOCIDAD,LEVE,AUTO,62.15082701013377,2025-07-07 15:30:29.488068,4
QQZ-663,INVASION_CARRIL,MODERADA,AUTO,49.895652884498965,2025-09-23 15:30:29.488408,21
AUV-985,LUZ_ROJA,LEVE,AUTO,56.49949066854698,2024-12-27 15:30:29.488741,12
HTC-211,NO_CINTURON,MODERADA,AUTO,82.80508855964254,2025-02-06 15:30:29.489120,19
AYG-620,EXCESO_VELOCIDAD,MUY_GRAVE,CAMION,52.57828581349675,2025-03-08 15:30:29.489482,9
OGL-608,LUZ_ROJA,MODERADA,BUS,39.93435864123302,2025-03-07 15:30:29.489826,16
AUT-560,LUZ_ROJA,MODERADA,AUTO,63.58996200596222,2024-12-25 15:30:29.490193,15
HUG-221,EXCESO_VELOCIDAD,MODERADA,BUS,49.1739366999412,2025-05-08 15:30:29.490538,14
BFR-197,LUZ_ROJA,MODERADA,MOTO,62.65231308209097,2025-07-20 15:30:29.490892,2
KPD-599,USO_CELULAR,MODERADA,MOTO,75.11480238900594,2025-07-31 15:30:29.491276,0
SXS-417,NO_CINTURON,LEVE,AUTO,29.90804695346408,2025-01-27 15:30:29.491669,3
KXQ-866,LUZ_ROJA,MODERADA,MOTO,38.332239944965906,2025-01-01 15:30:29.492042,0
WPR-106,EXCESO_VELOCIDAD,MUY_GRAVE,AUTO,81.45519898271891,2025-07-21 15:30:29.492405,0
PUG-711,EXCESO_VELOCIDAD,GRAVE,AUTO,47.03413393628729,2024-11-05 15:30:29.492755,14
EFT-381,INVASION_CARRIL,MODERADA,AUTO,57.8860812858357,2025-02-06 15:30:29.493195,16
GQT-195,NO_CINTURON,LEVE,MOTO,65.3877457378812,2025-08-26 15:30:29.493550,0
XNX-913,EXCESO_VELOCIDAD,LEVE,AUTO,68.51912614612698,2025-08-12 15:30:29.493909,17
TDH-759,EXCESO_VELOCIDAD,MODERADA,AUTO,37.82779368297507,2024-11-08 15:30:29.494289,5
EZU-929,INVASION_CARRIL,MUY_GRAVE,AUTO,43.02879583104587,2025-04-21 15:30:29.494634,2
TZQ-672,USO_CELULAR,LEVE,BUS,74.66352048242318,2025-03-17 15:30:29.494972,8
WUJ-441,GIRO_PROHIBIDO,LEVE,CAMION,48.70732845921414,2024-10-24 15:30:29.495318,21
LHV-646,NO_CINTURON,GRAVE,AUTO,39.92091300415127,2025-04-07 15:30:29.495672,5
ZOP-984,ESTACIONAMIENTO_PROHIBIDO,MODERADA,CAMION,70.39377934547417,2025-07-12 15:30:29.496042,17
SRA-689,USO_CELULAR,GRAVE,AUTO,65.94945006899032,2025-05-30 15:30:29.496372,10
FCG-278,LUZ_ROJA,LEVE,AUTO,40.29207813033934,2025-10-09 15:30:29.496717,13
UVZ-490,NO_CINTURON,LEVE,AUTO,68.14056596965086,2025-06-25 15:30:29.497076,14
HTC-211,ESTACIONAMIENTO_PROHIBIDO,GRAVE,AUTO,44.41710315319679,2025-05-25 15:30:29.497518,23
WJS-180,USO_CELULAR,LEVE,AUTO,67.22799092577738,2024-12-05 15:30:29.497872,13
HCC-388,INVASION_CARRIL,GRAVE,MOTO,68.2089719606695,2025-04-18 15:30:29.498302,9
AEW-388,NO_RESPETAR_PASO_PEATONAL,GRAVE,AUTO,75.97315108935356,2025-09-07 15:30:29.498650,6
NBS-853,USO_CELULAR,GRAVE,CAMION,27.896011818330315,2025-07-28 15:30:29.501153,22
IXC-734,GIRO_PROHIBIDO,MODERADA,MOTO,67.10448115217181,2025-05-24 15:30:29.501579,13
SDR-613,EXCESO_VELOCIDAD,LEVE,AUTO,46.10428305027692,2025-06-30 15:30:29.502014,20
MBY-810,USO_CELULAR,GRAVE,AUTO,29.080118160882872,2025-06-08 15:30:29.502398,10
UQW-584,INVASION_CARRIL,LEVE,AUTO,68.26479986356969,2025-06-19 15:30:29.502742,3
YCI-897,USO_CELULAR,MODERADA,AUTO,57.8086976770248,2025-05-18 15:30:29.506646,21
DQG-843,GIRO_PROHIBIDO,MODERADA,BUS,51.10610200427967,2025-05-28 15:30:29.507039,14
DMK-358,ESTACIONAMIENTO_PROHIBIDO,MODERADA,MOTO,46.9756090218545,2024-10-23 15:30:29.507392,18
BTJ-861,INVASION_CARRIL,MODERADA,AUTO,68.01943629183653,2025-03-21 15:30:29.507727,15
VYM-821,ESTACIONAMIENTO_PROHIBIDO,MUY_GRAVE,AUTO,60.15257852584081,2025-01-16 15:30:29.510253,4
YBO-814,INVASION_CARRIL,LEVE,AUTO,65.96708177625706,2024-12-07 15:30:29.510649,0
PKV-619,NO_CINTURON,GRAVE,MOTO,74.0608672391968,2025-01-03 15:30:29.513051,15
WYH-824,GIRO_PROHIBIDO,MODERADA,MOTO,56.64974188674397,2025-07-11 15:30:29.513533,21
AVW-470,EXCESO_VELOCIDAD,LEVE,AUTO,75.66286633186297,2025-05-18 15:30:29.513904,1
RWR-322,INVASION_CARRIL,MODERADA,AUTO,106.82845346139067,2025-09-12 15:30:29.514446,7
CAA-790,NO_RESPETAR_PASO_PEATONAL,LEVE,AUTO,55.86446710618701,2025-04-10 15:30:29.514806,7
BMH-741,INVASION_CARRIL,MODERADA,BUS,74.11044215734023,2025-07-22 15:30:29.515193,1
KWA-913,INVASION_CARRIL,MODERADA,BUS,31.85170940937189,2024-11-07 15:30:29.515549,2
TQG-316,GIRO_PROHIBIDO,MODERADA,MOTO,69.29567168949204,2025-06-02 15:30:29.515906,19
ZIV-150,NO_CINTURON,GRAVE,AUTO,69.77282987009258,2025-08-24 15:30:29.518419,8
RUQ-948,NO_CINTURON,LEVE,AUTO,42.93471494362775,2025-08-25 15:30:29.518784,3
QNT-552,ESTACIONAMIENTO_PROHIBIDO,MODERADA,AUTO,80.07545597169579,2025-03-17 15:30:29.519173,2
LGB-323,EXCESO_VELOCIDAD,GRAVE,AUTO,43.05524655599278,2025-07-12 15:30:29.519533,8
GIV-377,INVASION_CARRIL,GRAVE,CAMION,68.12111353308882,2025-08-09 15:30:29.519889,3
BOE-377,USO_CELULAR,MODERADA,AUTO,81.62575141425079,2025-04-25 15:30:29.522405,12
CIM-245,EXCESO_VELOCIDAD,LEVE,AUTO,48.628720099692,2025-07-10 15:30:29.522766,11
PUG-711,USO_CELULAR,LEVE,AUTO,49.6892353186395,2025-10-10 15:30:29.523151,17
KAS-792,ESTACIONAMIENTO_PROHIBIDO,MODERADA,BUS,83.26732566893556,2025-02-15 15:30:29.523511,2
ISL-364,GIRO_PROHIBIDO,LEVE,AUTO,27.504287348763327,2025-05-09 15:30:29.523855,20
ZVL-379,EXCESO_VELOCIDAD,MODERADA,MOTO,57.65239453746941,2024-11-20 15:30:29.526352,23
ICT-636,GIRO_PROHIBIDO,GRAVE,AUTO,79.62473746337153,2025-01-28 15:30:29.526732,4
BUL-829,EXCESO_VELOCIDAD,MODERADA,CAMION,66.68308269793508,2024-12-14 15:30:29.527122,17
JZL-352,EXCESO_VELOCIDAD,GRAVE,CAMION,76.6679903497992,2025-02-22 15:30:29.527478,6
VZC-971,NO_CINTURON,LEVE,MOTO,68.8797702768683,2025-09-04 15:30:29.527847,15
UXZ-316,NO_RESPETAR_PASO_PEATONAL,LEVE,MOTO,73.42513002090182,2025-08-12 15:30:29.530336,9
TDH-759,NO_RESPETAR_PASO_PEATONAL,LEVE,AUTO,44.74975307135254,2025-04-08 15:30:29.530702,20
WZB-529,ESTACIONAMIENTO_PROHIBIDO,LEVE,AUTO,56.33879289488698,2024-12-25 15:30:29.531084,21
ISL-364,LUZ_ROJA,MUY_GRAVE,MOTO,48.441481284207285,2025-01-29 15:30:29.531451,10
TEA-788,USO_CELULAR,MODERADA,CAMION,53.98896646218914,2025-05-27 15:30:29.531816,18
WYH-824,LUZ_ROJA,MODERADA,MOTO,47.41588121879546,2025-05-12 15:30:29.534357,19
MYU-745,USO_CELULAR,MUY_GRAVE,CAMION,66.12997925058252,2025-04-12 15:30:29.534727,4
FZL-784,EXCESO_VELOCIDAD,MUY_GRAVE,BUS,76.77686467271815,2025-04-29 15:30:29.535083,13
DVQ-300,NO_RESPETAR_PASO_PEATONAL,GRAVE,AUTO,68.23973466837343,2025-04-13 15:30:29.535468,17
EFI-325,NO_RESPETAR_PASO_PEATONAL,LEVE,AUTO,76.69419795310804,2025-04-13 15:30:29.535823,9
ZBU-172,EXCESO_VELOCIDAD,MODERADA,AUTO,76.16476964293716,2025-05-22 15:30:29.536529,7
QXC-259,LUZ_ROJA,MODERADA,AUTO,57.31275363504857,2024-12-20 15:30:29.536889,21
DBF-665,NO_RESPETAR_PASO_PEATONAL,MODERADA,AUTO,40.979786889249354,2025-07-10 15:30:29.537283,12
CFM-219,USO_CELULAR,GRAVE,MOTO,62.57192761839896,2024-10-13 15:30:29.537644,7
VHK-972,LUZ_ROJA,LEVE,AUTO,55.49427389220344,2025-03-17 15:30:29.537987,19
WVS-764,EXCESO_VELOCIDAD,MODERADA,AUTO,66.62663994883097,2025-05-10 15:30:29.538329,20
PWF-575,EXCESO_VELOCIDAD,GRAVE,BUS,60.021927512872246,2025-03-14 15:30:29.538644,4
WJS-180,NO_CINTURON,MODERADA,MOTO,54.68907679699366,2024-12-07 15:30:29.538997,22
ODO-569,INVASION_CARRIL,GRAVE,CAMION,47.04203151190436,2025-10-01 15:30:29.539377,1
APM-525,ESTACIONAMIENTO_PROHIBIDO,LEVE,AUTO,58.32596503735648,2025-07-20 15:30:29.539740,2
TAE-428,GIRO_PROHIBIDO,MUY_GRAVE,AUTO,48.43473872452125,2025-08-17 15:30:29.540128,22
BAW-154,EXCESO_VELOCIDAD,MODERADA,AUTO,38.77536192185928,2025-09-29 15:30:29.540492,3
CAT-290,EXCESO_VELOCIDAD,GRAVE,MOTO,40.50158581055513,2025-04-29 15:30:29.542959,23
GIV-377,EXCESO_VELOCIDAD,LEVE,MOTO,72.7660382103092,2025-04-05 15:30:29.543456,4
MOU-179,USO_CELULAR,MODERADA,AUTO,82.50857053444003,2024-10-22 15:30:29.543834,11
ZGY-135,EXCESO_VELOCIDAD,GRAVE,AUTO,59.38866225230068,2025-06-28 15:30:29.544259,20
SLV-266,EXCESO_VELOCIDAD,LEVE,AUTO,62.83847969858891,2025-09-24 15:30:29.544616,18
QXC-259,GIRO_PROHIBIDO,GRAVE,AUTO,78.35779797860592,2024-11-09 15:30:29.545024,8
WNG-894,EXCESO_VELOCIDAD,LEVE,AUTO,62.0523274450694,2025-03-18 15:30:29.545409,8
DLZ-904,USO_CELULAR,MODERADA,MOTO,63.07900340401627,2024-12-21 15:30:29.545774,3
ZTH-928,GIRO_PROHIBIDO,LEVE,AUTO,56.06555981715251,2024-11-09 15:30:29.548288,16
SGF-803,USO_CELULAR,GRAVE,AUTO,56.04381918227092,2025-09-03 15:30:29.548697,7
XFS-673,GIRO_PROHIBIDO,LEVE,AUTO,75.03976369481742,2025-06-14 15:30:29.549128,20
HBH-650,INVASION_CARRIL,MODERADA,AUTO,63.20179528919716,2025-03-26 15:30:29.549551,22
IAH-739,EXCESO_VELOCIDAD,GRAVE,AUTO,72.43064152829876,2025-01-29 15:30:29.549923,11
FGN-752,GIRO_PROHIBIDO,MODERADA,AUTO,62.03103723725417,2025-07-20 15:30:29.550767,6
GIV-377,EXCESO_VELOCIDAD,LEVE,CAMION,34.97341869146058,2025-06-20 15:30:29.551192,16
XWI-858,EXCESO_VELOCIDAD,LEVE,AUTO,39.27007016110214,2025-08-15 15:30:29.551562,7
OSK-669,NO_RESPETAR_PASO_PEATONAL,MUY_GRAVE,MOTO,63.74852563676591,2024-12-01 15:30:29.551934,14
ZTH-928,USO_CELULAR,LEVE,MOTO,72.96794862811193,2025-02-08 15:30:29.552365,17
OXV-505,GIRO_PROHIBIDO,MUY_GRAVE,AUTO,82.78329872178995,2025-02-16 15:30:29.552748,17
BOH-468,NO_CINTURON,GRAVE,AUTO,41.728380426760175,2025-05-22 15:30:29.553339,8
EFS-747,USO_CELULAR,MODERADA,AUTO,69.80252928083793,2025-04-15 15:30:29.553737,0
GDF-540,ESTACIONAMIENTO_PROHIBIDO,GRAVE,AUTO,59.31731632048137,2025-01-20 15:30:29.554245,14
JVE-199,GIRO_PROHIBIDO,LEVE,MOTO,53.63645499902935,2025-08-01 15:30:29.554648,11
BSS-391,NO_CINTURON,LEVE,AUTO,88.68614114875197,2025-03-05 15:30:29.555088,20
ZKF-485,INVASION_CARRIL,MUY_GRAVE,AUTO,72.96231320206329,2025-07-02 15:30:29.555485,4
JVA-121,INVASION_CARRIL,MODERADA,MOTO,49.45907976131042,2024-12-11 15:30:29.555861,20
WOB-933,EXCESO_VELOCIDAD,LEVE,MOTO,41.929600757578314,2025-01-12 15:30:29.556289,5
KEL-934,EXCESO_VELOCIDAD,LEVE,MOTO,62.41468420768499,2025-03-12 15:30:29.556671,16
VHK-972,EXCESO_VELOCIDAD,MODERADA,MOTO,98.0027424801979,2025-06-29 15:30:29.557061,3
AEI-623,ESTACIONAMIENTO_PROHIBIDO,GRAVE,AUTO,53.57249992766872,2025-01-01 15:30:29.557452,0
TGC-501,EXCESO_VELOCIDAD,GRAVE,CAMION,47.692978606303676,2025-03-18 15:30:29.557845,17
FBQ-776,EXCESO_VELOCIDAD,LEVE,AUTO,44.74444995912828,2025-05-23 15:30:29.558246,12
WYH-824,NO_RESPETAR_PASO_PEATONAL,LEVE,AUTO,74.11886782192197,2025-06-16 15:30:29.558645,9
GRH-740,GIRO_PROHIBIDO,GRAVE,AUTO,45.766252187627444,2025-05-03 15:30:29.559055,22
GAM-314,EXCESO_VELOCIDAD,GRAVE,AUTO,86.21044796873338,2025-04-19 15:30:29.559455,22
EVU-834,EXCESO_VELOCIDAD,LEVE,AUTO,47.458395061805994,2025-06-18 15:30:29.559839,21
HEP-701,GIRO_PROHIBIDO,MODERADA,AUTO,31.728204614755896,2025-05-22 15:30:29.560249,13
JBW-880,GIRO_PROHIBIDO,MODERADA,AUTO,35.959857827121084,2024-10-14 15:30:29.560626,15
ECS-708,GIRO_PROHIBIDO,MODERADA,CAMION,41.766030060686276,2025-02-27 15:30:29.561060,21
BAW-154,NO_CINTURON,GRAVE,AUTO,67.00074351007773,2025-10-07 15:30:29.561465,12
PMA-441,ESTACIONAMIENTO_PROHIBIDO,LEVE,BUS,67.59550466289382,2024-10-28 15:30:29.561893,4
GRH-740,INVASION_CARRIL,GRAVE,MOTO,74.83020840517108,2025-06-26 15:30:29.562323,11
NOU-618,EXCESO_VELOCIDAD,MODERADA,AUTO,64.7715758407894,2025-03-06 15:30:29.562697,8
CRY-834,NO_RESPETAR_PASO_PEATONAL,MODERADA,AUTO,53.79591699867534,2025-09-02 15:30:29.563091,4
RYX-624,USO_CELULAR,LEVE,MOTO,88.31531486010286,2024-11-11 15:30:29.563477,16
RZL-261,ESTACIONAMIENTO_PROHIBIDO,LEVE,AUTO,51.246010104809926,2025-07-14 15:30:29.563857,12
TXL-789,INVASION_CARRIL,LEVE,CAMION,75.57568276528974,2025-05-02 15:30:29.564260,13
GRD-700,EXCESO_VELOCIDAD,GRAVE,MOTO,48.11686640722962,2025-02-09 15:30:29.564630,23
QQT-979,LUZ_ROJA,MODERADA,AUTO,26.45506457528782,2025-03-09 15:30:29.565043,1
PMR-978,NO_RESPETAR_PASO_PEATONAL,LEVE,AUTO,77.81578765749602,2025-01-12 15:30:29.565452,13
OYI-679,LUZ_ROJA,MODERADA,AUTO,83.03343566873123,2025-09-23 15:30:29.565834,10
KKP-982,NO_CINTURON,LEVE,AUTO,27.22054728997641,2025-08-29 15:30:29.566260,7
YKH-141,NO_CINTURON,LEVE,AUTO,77.15755089630586,2025-08-08 15:30:29.566680,2
FEK-610,GIRO_PROHIBIDO,MODERADA,AUTO,46.44860375446585,2024-11-22 15:30:29.567101,7
ZTH-928,LUZ_ROJA,MUY_GRAVE,AUTO,49.3759839089548,2024-10-31 15:30:29.567504,12
EDC-758,USO_CELULAR,LEVE,AUTO,65.30321794798014,2024-10-13 15:30:29.567887,18
CRY-834,NO_CINTURON,MODERADA,AUTO,56.1610415749537,2025-02-24 15:30:29.568302,17
JGA-250,NO_CINTURON,MODERADA,MOTO,55.5210489358556,2024-10-27 15:30:29.568687,5
PXL-338,INVASION_CARRIL,MODERADA,AUTO,64.11041029008128,2025-10-06 15:30:29.569084,9
CAA-790,EXCESO_VELOCIDAD,MODERADA,AUTO,57.840624093179834,2024-11-23 15:30:29.569473,9
AEW-861,GIRO_PROHIBIDO,MODERADA,AUTO,63.044881694041166,2024-11-09 15:30:29.569830,8
HYE-494,EXCESO_VELOCIDAD,MODERADA,MOTO,58.057241297048385,2025-02-07 15:30:29.570216,10
CFM-219,NO_RESPETAR_PASO_PEATONAL,LEVE,MOTO,68.69785927942698,2025-07-17 15:30:29.570576,13
AVL-488,ESTACIONAMIENTO_PROHIBIDO,LEVE,AUTO,58.42930112061993,2025-03-11 15:30:29.570934,1
TXE-645,USO_CELULAR,MODERADA,MOTO,19.44779805357642,2024-12-02 15:30:29.571335,22
EZU-929,LUZ_ROJA,MODERADA,MOTO,52.746577742301945,2025-10-01 15:30:29.571691,20
MKB-300,NO_RESPETAR_PASO_PEATONAL,LEVE,AUTO,50.81749624267769,2025-08-09 15:30:29.572080,1
NHI-825,LUZ_ROJA,MUY_GRAVE,AUTO,57.62604177894014,2025-04-08 15:30:29.572453,15
YWE-127,GIRO_PROHIBIDO,LEVE,AUTO,59.61268222427462,2024-12-18 15:30:29.572817,11
IGA-486,EXCESO_VELOCIDAD,MUY_GRAVE,AUTO,74.27324655861064,2025-08-01 15:30:29.573208,6
FZL-784,EXCESO_VELOCIDAD,MODERADA,AUTO,44.6825631365955,2025-09-30 15:30:29.574564,12
TOO-738,EXCESO_VELOCIDAD,LEVE,AUTO,54.43562970642667,2025-07-14 15:30:29.575015,15
BMH-741,ESTACIONAMIENTO_PROHIBIDO,LEVE,CAMION,56.753579575861664,2025-05-14 15:30:29.575483,15
LSJ-524,GIRO_PROHIBIDO,LEVE,AUTO,31.017492562109254,2025-02-26 15:30:29.575858,14
KHZ-282,USO_CELULAR,LEVE,AUTO,49.86778234440108,2025-04-30 15:30:29.576272,22
BDQ-198,USO_CELULAR,GRAVE,AUTO,45.15579061495776,2025-05-19 15:30:29.576625,4
GNT-128,LUZ_ROJA,LEVE,MOTO,56.34145168011805,2025-05-24 15:30:29.576999,10
MXT-795,NO_RESPETAR_PASO_PEATONAL,LEVE,AUTO,48.94797442017932,2025-09-04 15:30:29.577370,5
WVS-764,NO_CINTURON,GRAVE,MOTO,54.49902677941471,2025-08-23 15:30:29.577750,17
XCV-408,EXCESO_VELOCIDAD,GRAVE,AUTO,42.04817030360533,2024-12-26 15:30:29.578267,12
CCA-395,ESTACIONAMIENTO_PROHIBIDO,MODERADA,AUTO,73.40546534083666,2025-05-06 15:30:29.578622,2
YJY-458,USO_CELULAR,MODERADA,BUS,54.49758501139383,2025-05-27 15:30:29.579182,1
EDC-758,EXCESO_VELOCIDAD,MODERADA,CAMION,82.46664811863035,2024-12-14 15:30:29.579662,6
UER-703,ESTACIONAMIENTO_PROHIBIDO,LEVE,AUTO,63.26194998486044,2024-12-10 15:30:29.580154,11
AOA-552,ESTACIONAMIENTO_PROHIBIDO,MODERADA,AUTO,47.34148819631847,2025-08-26 15:30:29.580646,20
OVW-738,GIRO_PROHIBIDO,MODERADA,AUTO,57.92922225041434,2024-12-10 15:30:29.581139,10
ZIV-150,INVASION_CARRIL,LEVE,MOTO,55.71540648752117,2025-04-13 15:30:29.581598,1
NSF-964,NO_CINTURON,MODERADA,AUTO,73.76951505999543,2025-01-19 15:30:29.582082,9
LRN-984,EXCESO_VELOCIDAD,MODERADA,MOTO,48.51209864870546,2024-12-13 15:30:29.582472,4
JVU-937,LUZ_ROJA,MODERADA,MOTO,55.70747044968044,2024-11-24 15:30:29.582843,11
ISP-939,LUZ_ROJA,LEVE,MOTO,28.277005574745143,2025-02-28 15:30:29.583293,15
XWI-858,ESTACIONAMIENTO_PROHIBIDO,GRAVE,MOTO,59.1142187661024,2025-05-06 15:30:29.583663,13
EDC-758,LUZ_ROJA,GRAVE,AUTO,86.83969628796251,2025-06-09 15:30:29.584038,6
FVQ-705,EXCESO_VELOCIDAD,MODERADA,MOTO,63.95353610303226,2024-12-02 15:30:29.584399,11
NBS-853,LUZ_ROJA,GRAVE,AUTO,55.09421161868856,2025-03-20 15:30:29.584769,15
YPA-684,NO_RESPETAR_PASO_PEATONAL,GRAVE,MOTO,65.51429760314566,2025-03-31 15:30:29.585744,22
GEK-656,GIRO_PROHIBIDO,LEVE,CAMION,62.221341296974146,2025-05-16 15:30:29.586200,7
YCC-766,USO_CELULAR,LEVE,MOTO,77.47548157259186,2025-05-23 15:30:29.586543,6
DMG-798,LUZ_ROJA,LEVE,MOTO,41.31609132578168,2025-08-29 15:30:29.586891,1
FCS-114,LUZ_ROJA,MODERADA,MOTO,54.3366801538656,2024-10-24 15:30:29.587298,20
OAZ-753,EXCESO_VELOCIDAD,MODERADA,AUTO,64.15084458882474,2025-04-05 15:30:29.587661,22
FEK-610,INVASION_CARRIL,MUY_GRAVE,AUTO,47.074453946156126,2025-07-09 15:30:29.588038,21
MBY-810,NO_CINTURON,LEVE,AUTO,60.45047218746123,2025-02-07 15:30:29.588400,0
ZYV-926,LUZ_ROJA,LEVE,MOTO,59.01728236411902,2025-08-19 15:30:29.588763,15
IEX-448,INVASION_CARRIL,MODERADA,AUTO,64.91791711126164,2025-06-23 15:30:29.589157,0
HOU-530,ESTACIONAMIENTO_PROHIBIDO,GRAVE,AUTO,45.20663270576221,2025-04-07 15:30:29.589511,2
AUV-985,USO_CELULAR,MODERADA,MOTO,81.27835029587776,2025-07-31 15:30:29.589860,6
OMR-605,ESTACIONAMIENTO_PROHIBIDO,MUY_GRAVE,AUTO,70.19268381119116,2025-07-18 15:30:29.590251,19
RYX-624,NO_CINTURON,GRAVE,AUTO,76.4505964551019,2025-03-26 15:30:29.590601,9
XAQ-384,LUZ_ROJA,MODERADA,AUTO,47.200450397605,2025-03-15 15:30:29.590979,15
CAE-317,NO_RESPETAR_PASO_PEATONAL,MODERADA,AUTO,61.279263502400276,2025-01-18 15:30:29.591347,9
